Id1;Act1A1;Act1A2;Act2A1;Act2A2;ReasA1;ReasA2;REA1;REA2;NumTA1;NumTA2;T1A1;T1A2;T1SA1;T1SA2;T1TA1;T1TA2;T1TyA1;T1TyA2;T1SubjA1;T1SubjA2;T2A1;T2A2;T2SA1;T2SA2;T2TA1;T2TA2;T2TyA1;T2TyA2;T2SubjA1;T2SubjA2;T3A1;T3A2;T3SA1;T3SA2;T3TA1;T3TA2;T3TyA1;T3TyA2;T3SubjA1;T3SubjA2
8975;deliver;request;remind;{};internal collaboration;internal collaboration;postponed reply;immediate reply;0;1;{};are these transactions not binding until signed?;;1;;3;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33005;deliver;deliver;commit;{};external collaboration;legal procedure;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
49648;deliver;propose;{};{};administrative procedure;internal collaboration;immediate reply;immediate reply;1;1;confirm meeting;provide availability for the proposed meeting;4;3;3;3;physical;procedural;meeting;meeting;{};{};;;;;;;{};{};;;;;;;;;;
324010;deliver;deliver;{};{};administrative procedure;internal collaboration;accountable non-answer;accountable non-answer;0;1;{};understand information;;1;;3;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
177370;remind;remind;{};{};internal collaboration;logistic arrangements;postponed reply;postponed reply;1;1;follow up on the status of the documentation for this deal structure;csfb 2001 equity swap basket documentation;1;2;2;2;procedural;informational;information;other;{};{};;;;;;;{};{};;;;;;;;;;
181390;remind;request;request;{};external collaboration;internal collaboration;immediate reply;immediate reply;1;1;produce a new draft;reply to the email;3;1;4;3;informational;informational;service;collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33542;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
104780;request;request;{};{};internal collaboration;internal collaboration;immediate reply;postponed reply;1;1;add the dropdown to the database or explain why that would not work;answer question;1;1;1;1;physical;informational;product;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
104386;request;request;{};deliver;logistic arrangements;employment arrangements;immediate reply;immediate reply;1;1;get her full access to the financial trading agreement database.;give stephanie panus full access to fta database;2;1;1;4;procedural;procedural;instructions;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
108630;remind;deliver;{};request;personal;personal;accountable non-answer;postponed reply;0;1;{};let us know if there is anything else we can do;;1;;1;;informational;{};other;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
108683;greet;greet;{};{};personal;personal;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
108683;greet;greet;{};{};personal;personal;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
108683;greet;greet;{};{};personal;personal;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
1482;deliver;request;propose;{};administrative procedure;administrative procedure;postponed reply;accountable non-answer;1;1;if you finish with stan early and would like to join us.;attend meeting if possible;1;4;2;4;informational;physical;meeting;meeting;{};{};;;;;;;{};{};;;;;;;;;;
338223;request;request;{};{};internal collaboration;external collaboration;immediate reply;immediate reply;1;1;receive fax;request acknowledge of fax regarding new june deals;3;1;3;3;informational;procedural;information;acknowledgement;{};{};;;;;;;{};{};;;;;;;;;;
337748;deliver;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
77696;deliver;deliver;{};propose;internal collaboration;internal collaboration;accountable non-answer;postponed reply;0;2;{};trading;;3;;3;;informational;{};collaboration;{};information about market;;3;;3;;informational;{};information;{};{};;;;;;;{};{}
249697;propose;remind;{};commit;legal procedure;other;postponed reply;immediate reply;1;2;provide answers;are you okay with giving cinergy the right to terminate;1;1;3;3;informational;informational;information;decision;{};how to handle future requests for termination rights;;1;;1;;procedural;{};{};;;;;;;;;;
77694;request;deliver;{};{};external collaboration;internal collaboration;accountable non-answer;accountable non-answer;1;1;print info;please print.;1;1;3;2;physical;physical;product;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
1488;request;request;{};propose;internal collaboration;administrative procedure;postponed reply;immediate reply;1;1;"kevin.hyatt asks a.howard ""what other time either tues pm or wed am is he available and i he will check """;commit to meeting;2;3;3;3;procedural;procedural;meeting;{};{};{};;;;;;;{};{};;;;;;;;;;
383763;deliver;request;{};{};personal;personal;accountable non-answer;immediate reply;0;1;{};let sender know if receiver wants to take care of roommate;;1;;4;;informational;{};other;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
77759;request;deliver;propose;{};logistic arrangements;internal collaboration;{};accountable non-answer;1;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
50115;deliver;request;{};{};legal procedure;legal procedure;accountable non-answer;accountable non-answer;0;1;{};keep time and money minimal;;1;;1;;procedural;{};other;{};{};;;;;;;{};{};;;;;;;;;;
49854;request;request;{};{};internal collaboration;internal collaboration;postponed reply;postponed reply;1;1;send drafts;provide draft by end of the week;2;2;3;4;physical;physical;information;information;{};{};;;;;;;{};{};;;;;;;;;;
78189;refuse;request;{};{};legal procedure;personal;ignore;accountable non-answer;0;1;{};can i email you something that is an hr violation?;;1;;1;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
143638;commit;commit;propose;propose;administrative procedure;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
321246;deliver;commit;{};propose;internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;1;1;receive information regarding potential meeting;attend meeting;2;4;2;4;informational;procedural;information;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
180838;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
248948;deliver;commit;{};{};personal;personal;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
174775;propose;propose;{};{};administrative procedure;administrative procedure;accountable non-answer;ignore;1;0;have a meeting about the potential deal.;{};3;;2;;procedural;;meeting;{};{};{};;;;;;;{};{};;;;;;;;;;
305627;deliver;remind;{};{};personal;other;{};accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
337409;request;request;{};deliver;internal collaboration;logistic arrangements;immediate reply;accountable non-answer;1;1;speak with breese and hodge about dayton storage;speak to people about storage;3;3;4;3;physical;procedural;service;instructions;{};{};;;;;;;{};{};;;;;;;;;;
181897;commit;propose;{};{};internal collaboration;internal collaboration;postponed reply;immediate reply;1;1;contact sender.;to reach out to her.;1;1;2;2;physical;informational;other;collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
321636;deliver;commit;{};amend;external collaboration;logistic arrangements;ignore;postponed reply;0;1;{};{};;3;;3;;informational;{};collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
321146;remind;propose;{};propose;employment arrangements;employment arrangements;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8803;deliver;deliver;{};{};internal collaboration;legal procedure;accountable non-answer;accountable non-answer;1;0;sender informs recipient he is still waiting to be advised by japanese lawyers;{};1;;3;;procedural;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
100876;deliver;deliver;{};greet;administrative procedure;internal collaboration;ignore;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
172935;deliver;request;request;request;administrative procedure;internal collaboration;postponed reply;postponed reply;3;2;advise on the risk memo;review memo and determine if too strong other revisions;1;3;2;3;procedural;procedural;decision;decision;read david portz's risk memo;answer question is there something i should know?;1;3;2;3;procedural;informational;decision;information;reply regarding transfer;{};3;;2;;informational;;information;{}
187822;deliver;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;1;0;inform regarding critical situation;{};2;;4;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
30667;deliver;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
142548;request;deliver;{};{};internal collaboration;internal collaboration;immediate reply;immediate reply;1;1;advise about changes;question about recipients.;3;1;3;3;informational;informational;{};service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
30841;remind;deliver;{};{};administrative procedure;administrative procedure;postponed reply;accountable non-answer;1;0;financial isda master agreement;{};4;;4;;procedural;;acknowledgement;{};{};{};;;;;;;{};{};;;;;;;;;;
178815;propose;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;ignore;1;0;prepare for assignments;{};1;;3;;procedural;;announcement;{};{};{};;;;;;;{};{};;;;;;;;;;
260344;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
104556;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
305379;amend;deliver;{};{};administrative procedure;internal collaboration;accountable non-answer;accountable non-answer;1;0;be aware that the meeting time has been moved;{};4;;4;;procedural;;meeting;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
104552;deliver;deliver;{};{};administrative procedure;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
19849;deliver;deliver;{};{};legal procedure;internal collaboration;accountable non-answer;accountable non-answer;0;1;{};inform of receipt of specific document;;1;;3;;informational;{};information;{};{};;;;;;;{};{};;;;;;;;;;
33072;deliver;deliver;{};{};administrative procedure;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
50211;deliver;deliver;{};{};external collaboration;legal procedure;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
41634;remind;request;{};{};other;external collaboration;immediate reply;immediate reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
210065;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
143493;deliver;amend;request;{};external collaboration;administrative procedure;immediate reply;postponed reply;1;1;push back conference call to afternoon.;could we push back the conference call to the afternoon?;2;1;3;3;procedural;procedural;meeting;meeting;{};{};;;;;;;{};{};;;;;;;;;;
182288;request;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;postponed reply;1;0;see part 5;{};1;;3;;physical;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41227;deliver;deliver;commit;{};travel planning;administrative procedure;postponed reply;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
392100;remind;deliver;{};{};other;internal collaboration;accountable non-answer;ignore;climatic changes;1;{};receive information regarding weather;;1;;1;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
392103;greet;deliver;{};{};personal;personal;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
326238;remind;deliver;{};{};personal;other;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
29534;greet;propose;{};commit;personal;personal;accountable non-answer;accountable non-answer;0;1;{};click the link below or copy and paste this link;;3;;3;;informational;{};other;{};{};;;;;;;{};{};;;;;;;;;;
175075;deliver;remind;request;{};internal collaboration;administrative procedure;accountable non-answer;postponed reply;2;1;receive information;{};1;1;2;1;informational;informational;information;information;respond if contact is made;{};1;;3;;informational;;information;{};;;;;;;;;;
175076;deliver;deliver;greet;{};internal collaboration;internal collaboration;accountable non-answer;ignore;0;1;{};deliver information and future contact possiblity;;1;;2;;informational;{};information;{};{};;;;;;;{};{};;;;;;;;;;
173063;request;deliver;{};{};legal procedure;legal procedure;accountable non-answer;accountable non-answer;1;0;{};{};4;;4;;informational;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
103462;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;1;{};read the credit reports;;1;;1;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
77935;deliver;propose;{};{};personal;personal;accountable non-answer;immediate reply;0;2;{};what to do about the bet?;;1;;3;;informational;{};decision;{};pick which bands/hosts;;3;;4;;informational;{};decision;{};{};;;;;;;{};{}
135297;commit;amend;{};{};logistic arrangements;external collaboration;immediate reply;immediate reply;1;1;northcarolina power needs and discussing generator options such us cpcn;the particular generators in the cpcn application;3;3;3;3;procedural;physical;decision;collaboration;{};{};;;;;;;{};{};;;;;;;;;;
306313;deliver;propose;{};{};personal;personal;ignore;immediate reply;0;1;{};reply back;;1;;1;;physical;{};product;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
77930;amend;request;request;deliver;administrative procedure;internal collaboration;accountable non-answer;accountable non-answer;1;2;ask or say if any questions or comments;look at the resid curve;2;1;2;3;informational;procedural;information;information;{};read it and let know if there are any questions;;1;;2;;informational;{};information;{};{};;;;;;;{};{}
178229;amend;remind;amend;{};logistic arrangements;internal collaboration;postponed reply;accountable non-answer;1;0;morgan stanley capital group inc.;{};2;;2;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
260864;deliver;deliver;{};{};personal;internal collaboration;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181094;request;request;{};{};internal collaboration;internal collaboration;immediate reply;immediate reply;1;1;where can i find info?;where can i obtain the most recent list of credit people;1;1;4;3;informational;informational;information;service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
